pre_id,pre_name,post_id,post_name,date
3801,Arvigo,3837,Calanca,01.01.2015
3803,Braggio,3837,Calanca,01.01.2015
3806,Cauco,3837,Calanca,01.01.2015
3811,Selma,3837,Calanca,01.01.2015
175,Kyburg,296,Illnau-Effretikon,01.01.2016
174,Illnau-Effretikon,296,Illnau-Effretikon,01.01.2016
532,Bangerten,310,Rapperswil (BE),01.01.2016
417,Niederösch,405,Ersigen,01.01.2016
419,Oberösch,405,Ersigen,01.01.2016
978,Hermiswil,988,Seeberg,01.01.2016
2014,Dompierre (FR),2053,Belmont-Broye,01.01.2016
2013,Domdidier,2053,Belmont-Broye,01.01.2016
2040,Russy,2053,Belmont-Broye,01.01.2016
2024,Léchelles,2053,Belmont-Broye,01.01.2016
2172,Autafond,2175,Belfaux,01.01.2016
2231,Vuisternens-en-Ogoz,2236,Gibloux,01.01.2016
2222,Rossens (FR),2236,Gibloux,01.01.2016
2192,Farvagny,2236,Gibloux,01.01.2016
2184,Corpataux-Magnedens,2236,Gibloux,01.01.2016
2223,Le Glèbe,2236,Gibloux,01.01.2016
2264,Jeuss,2275,Murten,01.01.2016
2270,Lurtigen,2275,Murten,01.01.2016
2277,Salvenach,2275,Murten,01.01.2016
2251,Courlevon,2275,Murten,01.01.2016
2281,Haut-Vully,2284,Mont-Vully,01.01.2016
2280,Bas-Vully,2284,Mont-Vully,01.01.2016
3531,Bivio,3543,Surses,01.01.2016
3532,Cunter,3543,Surses,01.01.2016
3533,Marmorera,3543,Surses,01.01.2016
3534,Mulegns,3543,Surses,01.01.2016
3536,Riom-Parsonz,3543,Surses,01.01.2016
3538,Salouf,3543,Surses,01.01.2016
3539,Savognin,3543,Surses,01.01.2016
3540,Sur,3543,Surses,01.01.2016
3541,Tinizong-Rona,3543,Surses,01.01.2016
3612,Obersaxen,3988,Obersaxen Mundaun,01.01.2016
3617,Mundaun,3988,Obersaxen Mundaun,01.01.2016
3883,Saas,3871,Klosters-Serneus,01.01.2016
3893,St. Antönien,3891,Luzein,01.01.2016
6405,Brot-Dessous,6413,Rochefort,01.01.2016
1081,Beromünster,1081,Beromünster,01.01.2015
1099,Schenkon,1099,Schenkon,01.01.2015
3603,Vals,3603,Vals,01.01.2015
3762,Scuol,3762,Scuol,01.01.2015
3746,Zernez,3746,Zernez,01.01.2015
310,Rapperswil (BE),310,Rapperswil (BE),01.01.2016
405,Ersigen,405,Ersigen,01.01.2016
988,Seeberg,988,Seeberg,01.01.2016
2175,Belfaux,2175,Belfaux,01.01.2016
2275,Murten,2275,Murten,01.01.2016
3871,Klosters-Serneus,3871,Klosters-Serneus,01.01.2016
3891,Luzein,3891,Luzein,01.01.2016
6413,Rochefort,6413,Rochefort,01.01.2016
5248,Casima,5249,Castel San Pietro,04.04.2004
5256,Monte,5249,Castel San Pietro,04.04.2004
